id,url,title,companyName,datePosted,location,salary,workFromHome,Arbetszeit,Softskils,Hardskils,Arbeitsbedingungen,branche,verantwortlichkeiten,sprache,Greed,home_work,textSnippet
13060841,https://www.stepstone.de/jobs--Personalsachbearbeiter-in-m-w-d-im-Personalmarketing-JG-HR-2502-Hochheim-Ruedesheim-am-Rhein-Oberursel-JG-Rhein-Main-Sankt-Vincenzstift-gGmbH--13060841-inline.html?rltr=11_11_25_seorl_m_0_0_0_0_1_0,Personalsachbearbeiter:in (m/w/d) im Personalmarketing (JG_HR_2502),JG Rhein-Main Sankt Vincenzstift gGmbH,2025-09-26,"Hochheim, Rüdesheim am Rhein, Oberursel",,2,[],[],[],[],[],[],[],[],['Home Work'],Wir suchen dich ab sofort als <strong>Personalsachbearbeiter</strong>:in (m/w/d) im Personalmarketing (JG_HR_2502)
13059770,https://www.stepstone.de/jobs--Personalreferent-Personalsachbearbeiter-m-w-d-Deisslingen-Schuler-Rohstoff-GmbH--13059770-inline.html?rltr=12_12_25_seorl_m_0_0_0_0_0_0,Personalreferent / Personalsachbearbeiter (m/w/d),Schuler Rohstoff GmbH,2025-09-26,Deisslingen,,2,[],[],[],[],[],[],[],[],['Home Work'],"Du hast eine abgeschlossene kaufmännische Ausbildung, idealerweise mit Weiterbildung zum <strong>Personalfachkaufmann</strong> (m/w/d) oder ein Studium mit Schwerpunkt HR"
12993899,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-Kelkheim-Lebenshilfe-fuer-Menschen-mit-Behinderung-Kreisvereinigung-Main-Taunus-e-V--12993899-inline.html?rltr=13_13_25_seorl_m_0_0_0_0_1_0,Personalsachbearbeiter (m/w/d),Lebenshilfe für Menschen mit Behinderung Kreisvereinigung Main- Taunus e.V.,2025-09-25,Kelkheim,,0,[],[],[],[],[],[],[],[],['Ofice Work'],Wir suchen zum nächstmöglichen Zeitpunkt eine/n <strong>Personalsachbearbeiter</strong> (m/w/d)
13058285,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-fuer-das-Referat-Personal-Stuttgart-meinestadt-de--13058285-inline.html?rltr=14_14_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (m/w/d) für das Referat Personal,meinestadt.de,2025-09-25,Stuttgart,,0,"['Vollzeit', 'Teilzeit']",[],[],[],['Gesundheit'],[],[],[],['Ofice Work'],"meinestadt.de * Stuttgart * Feste Anstellung * Teilzeit, Vollzeit - Sei einer der ersten Bewerber - Arbeitgeber: Kassenzahnärztliche Vereinigung Baden-Württemberg (KZV BW) / Hauptverwaltung - Einsatzort: 70173 Stuttgart - ab sofort | Vollzeit oder Teilzeit | unbefristet | Standort Stuttgart - Als Körperschaft des öffentlichen Rechts ist die Kassenzahnärztliche Vereinigung Baden-Württemberg (KZV BW) verantwortlich für die zahnmedizinische Versorgung der Bürgerinnen und Bürger und vertritt die Interessen von über 8.000 freiberuflich tätigen Zahnärztinnen und Zahnärzten in Baden-Württemberg. Wir sind ein modernes und zukunftsorientiertes Dienstleistungsunternehmen im Gesundheitswesen. Ihre Abteilung - Das Referat Personal ist eine Kernabteilung der KZV BW. Für unseren Standort in Stuttgart suchen wir ab sofort einen sympathischen Kollegen (m/w/d). Ihre Aufgaben"
12995931,https://www.stepstone.de/jobs--Personalsachbearbeiterin-m-w-d-in-Vollzeit-Stellen-ID-010-25-Nuernberg-hbc-Rechtsanwaelte-Hofbeck-Buchner-Collegen-GbR--12995931-inline.html?rltr=15_15_25_seorl_m_0_0_0_0_1_0,Personalsachbearbeiterin (m/w/d) in Vollzeit Stellen-ID:010-25,"hbc Rechtsanwälte Hofbeck, Buchner & Collegen GbR",2025-09-25,Nürnberg,,2,['Vollzeit'],[],[],[],['Verkehr'],['Beratung'],['Deutsch'],[],['Home Work'],"hbc Rechtsanwälte Hofbeck, Buchner & Collegen GbR * Nürnberg * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - hbc Rechtsanwälte mit Sitz im Herzen von Nürnberg steht seit über 40 Jahren für kompetente, engagierte und individuelle Rechtsberatung. In unserer Kernkompetenz, dem Verkehrsrecht, zählen wir zu den führenden Kanzleien Deutschlands. Unsere Fachanwältinnen und Fachanwälte beraten zudem in den Bereichen Arbeits-, Familien- und Medizinrecht. Ergänzt wird unser Portfolio durch Schwerpunkte im Erb-, Versicherungs- und Vertragsrecht. Dank eines interdisziplinären Teams und eines starken Netzwerks können wir auch komplexe Sachverhalte effizient und lösungsorientiert bearbeiten. Vertrauen, Transparenz und Verlässlichkeit bilden das Fundament unserer Mandatsbeziehungen."
13047541,https://www.stepstone.de/jobs--Personalsachbearbeiter-HR-People-Culture-m-w-d-Lengerich-Bischof-Klein-SE-Co-KG--13047541-inline.html?rltr=16_16_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter HR People & Culture (m/w/d),Bischof+Klein SE & Co. KG,2025-09-25,Lengerich,,2,['Teilzeit'],[],[],[],"['Verkehr', 'Verpackung']",['Koordination'],[],[],['Home Work'],"Bischof+Klein SE & Co. KG * Lengerich * Feste Anstellung * Homeoffice möglich, Teilzeit - Sei einer der ersten Bewerber - Bischof+Klein ist „packed with smile“! Wir entwickeln und produzieren umweltfreundliche Lösungen für nachhaltigen Produktschutz von morgen. Bischof+Klein ist mit rund 2.700 Mitarbeitern an fünf Standorten einer der führenden Komplettanbieter für flexible Industrie- und Konsumverpackungen sowie technische Folien in Europa. Menschen machen den Unterschied! Werde Teil unseres Center of Competence Talent Acquisition und unterstütze die Koordination unserer Weiterbildungs- und Lernmaßnahmen. Als - übernimmst Du die administrative Betreuung unserer Ausbildungsprogramme sowie operative Aufgaben im Bereich der Personalentwicklung. Die Position ist beheimatet an unserem Stammsitz in Lengerich - verkehrsgünstig auf der Achse Münster / Osnabrück gelegen und a"
12995325,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-Tuebingen-Osiandersche-Buchhandlung-GmbH--12995325-inline.html?rltr=17_17_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (m/w/d),Osiandersche Buchhandlung GmbH,2025-09-25,Tübingen,,0,[],[],[],[],[],[],[],[],['Ofice Work'],du verfügst über eine abgeschlossene Ausbildung als <strong>Personalfachkaufmann</strong> (m/w/d) oder kaufmännische Ausbildung mit dem Schwerpunkt Personal oder Sozialversicherungsfachangestellte
12937109,https://www.stepstone.de/jobs--Personalsachbearbeiter-Schwerpunkt-Entgelt-m-w-d-Verden-Aller-bei-Bremen-VEMAG-Maschinenbau-GmbH--12937109-inline.html?rltr=18_18_25_seorl_m_0_0_0_0_1_0,Personalsachbearbeiter Schwerpunkt Entgelt (m/w/d),VEMAG Maschinenbau GmbH,2025-09-25,Verden (Aller) bei Bremen,,2,[],[],['Entgeltabrechnung'],[],[],[],[],[],['Home Work'],Zur weiteren Verstärkung unseres HR-Teams suchen wir einen <strong>Personalsachbearbeiter*</strong> Schwerpunkt: Entgeltabrechnung.
12996277,https://www.stepstone.de/jobs--Personalsachbearbeiter-Betreuung-und-Abrechnung-m-w-d-Oelde-Stadtwerke-Ostmuensterland-GmbH-Co-KG--12996277-inline.html?rltr=19_19_25_seorl_m_0_0_0_0_1_0,Personalsachbearbeiter - Betreuung und Abrechnung (m/w/d),Stadtwerke Ostmünsterland GmbH & Co. KG,2025-09-25,Oelde,,2,[],[],[],[],[],[],[],[],['Home Work'],Abgeschlossene kaufmännische Ausbildung oder vergleichbare Qualifikationen sowie Weiterbildung im HR-Bereich (z. B. <strong>Personalfachkaufmann</strong>/-frau) wünschenswert
13054966,https://www.stepstone.de/jobs--Personalsachbearbeiter-w-m-d-Duisburg-Collin-Dienstleistungs-GmbH--13054966-inline.html?rltr=20_20_25_seorl_m_0_0_0_0_1_0,Personalsachbearbeiter (w/m/d),Collin Dienstleistungs-GmbH,2025-09-25,Duisburg,,2,[],[],[],[],[],[],[],[],['Home Work'],"Kaufmännische Ausbildung, <strong>Personalfachkaufmann</strong> (w/m/d) wünschenswert"
12995711,https://www.stepstone.de/jobs--Personalsachbearbeiter-in-m-w-d-Nienhagen-b-Celle-meinestadt-de--12995711-inline.html?rltr=21_21_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter/in (m/w/d),meinestadt.de,2025-09-25,Nienhagen b. Celle,,0,[],[],[],[],[],['Personalwesen'],[],[],['Ofice Work'],"Abgeschlossene kaufmännische Ausbildung, gern mit Weiterbildung im Bereich Personalwesen (z.B. Steuerfachangestellte/r, <strong>Personalfachkaufmann</strong>-/frau, <strong>Personalfachwirt)</strong>"
12994460,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-Stuttgart-Evangelische-Heimstiftung-GmbH--12994460-inline.html?rltr=22_22_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (m/w/d),Evangelische Heimstiftung GmbH,2025-09-25,Stuttgart,,0,[],[],[],[],[],[],[],[],['Ofice Work'],"Wir suchen einen <strong>Personalsachbearbeiter</strong> (m/w/d) für unsere Unternehmenszentrale in Stuttgart. * Abgeschlossene kaufmännische Ausbildung, idealerweise mit Zusatzqualifikation <strong>Personalfachkauffrau</strong> (m/w/d)"
12994676,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-in-Teilzeit-20-Std-Woche-Friedrichsdorf-Spang-Brands-GmbH--12994676-inline.html?rltr=23_23_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (m/w/d) in Teilzeit (20 Std./Woche),Spang & Brands GmbH,2025-09-25,Friedrichsdorf,,0,['Teilzeit'],[],[],[],[],[],[],[],['Ofice Work'],Zur Verstärkung unseres Teams suchen wir ab sofort einen <strong>Personalsachbearbeiter</strong> (m/w/d) in Teilzeit (20 Std./Woche)
13057738,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-Muenchen-Sozialverband-VdK-Bayern-e-V--13057738-inline.html?rltr=24_24_25_seorl_m_0_0_0_0_1_0,Personalsachbearbeiter (m/w/d),Sozialverband VdK Bayern e.V.,2025-09-25,München,,2,[],[],[],[],[],['Personalwesen'],[],[],['Home Work'],"<strong>Personalsachbearbeiter</strong>*in (m/w/d) * Sie besitzen eine erfolgreich abgeschlossene Ausbildung als <strong>Personalfachkaufmann</strong> oder <strong>Personalfachkauffrau,</strong> Steuerfachangestellte*r oder eine kaufmännische Berufsausbildung mit vergleichbarer Qualifikation oder Erfahrung aus dem Personalwesen."
13057624,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-Ludwigshafen-meinestadt-de--13057624-inline.html?rltr=25_25_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (m/w/d),meinestadt.de,2025-09-25,Ludwigshafen,,0,['Vollzeit'],[],[],[],[],[],[],[],['Ofice Work'],"meinestadt.de * Ludwigshafen * Feste Anstellung * Vollzeit - Sei einer der ersten Bewerber - Arbeitgeber: Bäcker Görtz GmbH - Einsatzort: 67059 Ludwigshafen - Bäcker Görtz ist als Marktführer in der Region mit innovativen Konzepten am Markt: Von der saisonal inspirierten Backwaren-Theke über gemütliche Cafés bis hin zum Back-Bistro „Brotzeit“ inklusive Mittagstisch haben wir einzigartige Filialen. Gemeinsam sind wir dynamisch, erfolgreich und schauen nach vorn! Daher suchen wir immer neue Kolleg*innen für unser schnell wachsendes Netzwerk, um auf Erfolgskurs zu bleiben. Unsere Produkte sind am Ende ihrer Reise angekommen, unsere Gäste sind glücklich und nun gibt es noch eine Sache zu tun, die besonders wichtig ist: allen, die Brötchen, Brezeln und Brote auf den Weg bringen, den Rücken freizuhalten. In den Büros der Verwaltung unterstützen Sie die von Backhaus, Logisti"
12995063,https://www.stepstone.de/jobs--Personalsachbearbeiter-in-m-w-d-Nienhagen-MICON-Group--12995063-inline.html?rltr=26_1_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter/in (m/w/d),MICON Group,2025-09-25,Nienhagen,,0,[],[],[],[],[],['Personalwesen'],[],[],['Ofice Work'],"Abgeschlossene kaufmännische Ausbildung, gern mit Weiterbildung im Bereich Personalwesen (z.B. Steuerfachangestellte/r, <strong>Personalfachkaufmann</strong>-/frau, <strong>Personalfachwirt)</strong>"
13057969,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-fuer-das-Referat-Personal-Stuttgart-Kassenzahnaerztliche-Vereinigung-Baden-Wuerttemberg--13057969-inline.html?rltr=27_2_25_seorl_m_0_0_0_0_1_0,Personalsachbearbeiter (m/w/d) für das Referat Personal,Kassenzahnärztliche Vereinigung Baden-Württemberg,2025-09-25,Stuttgart,,2,"['Vollzeit', 'Teilzeit']",[],[],[],['Gesundheit'],['Gehaltsabrechnung'],[],[],['Home Work'],"Kassenzahnärztliche Vereinigung Baden-Württemberg * Stuttgart * Feste Anstellung * Homeoffice möglich, Teilzeit, Vollzeit - Sei einer der ersten Bewerber - Schnelle Bewerbung - ab sofort | Vollzeit oder Teilzeit | unbefristet | Standort Stuttgart - Als Körperschaft des öffentlichen Rechts ist die Kassenzahnärztliche Vereinigung Baden-Württemberg (KZV BW) verantwortlich für die zahnmedizinische Versorgung der Bürgerinnen und Bürger und vertritt die Interessen von über 8.000 freiberuflich tätigen Zahnärztinnen und Zahnärzten in Baden-Württemberg. Wir sind ein modernes und zukunftsorientiertes Dienstleistungsunternehmen im Gesundheitswesen. Ihre Abteilung - Das Referat Personal ist eine Kernabteilung der KZV BW. Für unseren Standort in Stuttgart suchen wir ab sofort einen sympathischen Kollegen (m/w/d). Ihre Aufgaben * Eigenverantwortliche Lohn- und Gehaltsabrechnung ink"
12994624,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-Bonn-Autobahn-Tank-Rast-Gruppe-GmbH-Co-KG--12994624-inline.html?rltr=28_3_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (m/w/d),Autobahn Tank & Rast Gruppe GmbH & Co. KG,2025-09-25,Bonn,,2,['Vollzeit'],[],[],[],"['Einzelhandel', 'Hotel']","['Zusatzvereinbarungen', 'Zeugnisse', 'Beratung']",['Deutsch'],[],['Home Work'],"Autobahn Tank & Rast Gruppe GmbH & Co. KG * Bonn * Feste Anstellung * Homeoffice möglich, Vollzeit - Sei einer der ersten Bewerber - Tag für Tag, rund um die Uhr sorgen wir gemeinsam mit unseren Franchisepartnern als führender Anbieter von Gastronomie, Einzelhandel, Hotellerie, Kraftstoff und Schnellladeinfrastruktur auf den Autobahnen in Deutschland für das Wohlergehen von rund 500 Millionen Reisenden jährlich. Damit wir am Puls der Mobilität bleiben, arbeiten mehr als 12.000 Mitarbeitende vor Ort an unseren Standorten sowie in der Bonner Zentrale Hand in Hand. Werden Sie Teil im #TeamTank&Rast und gestalten Sie die Mobilität von morgen. Standort: Bonn - Ihre Aufgaben? Vielfältig! * Beratung und Betreuung der in allen personaladministrativen Fragen * Erstellen von Verträgen, Zeugnissen, Versetzungen, Zusatzvereinbarungen etc."
13054796,https://www.stepstone.de/jobs--Personalsachbearbeiter-in-Koenigswinter-Stadt-Koenigswinter--13054796-inline.html?rltr=29_4_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter:in,Stadt Königswinter,2025-09-25,Königswinter,,0,[],[],[],[],[],[],[],[],['Ofice Work'],"Die Stadt Königswinter mit rd. 42.000 Einwohner:innen (Rhein-Sieg-Kreis) bietet zum nächstmöglichen Zeitpunkt im Geschäftsbereich Personal eine Stelle an als <strong>Personalsachbearbeiter</strong>:in - Zur Verstärkung unseres Teams suchen wir eine:n <strong>Personalsachbearbeiter</strong>:in, die:der Freude an vielfältigen Aufgaben mitbringt, offen für Neues ist und gerne dazulernt."
12964983,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-Vollzeit-Teilzeit-Penzberg-bei-Muenchen-Schleicher-Fahrzeugteile-GmbH-Co-KG--12964983-inline.html?rltr=30_5_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (m/w/d) Vollzeit/Teilzeit,Schleicher Fahrzeugteile GmbH & Co. KG,2025-09-24,Penzberg bei München,,2,"['Vollzeit', 'Teilzeit']",[],[],[],[],[],[],[],['Home Work'],Zur Verstärkung unseres Teams am Standort Penzberg suchen wir Sie als <strong>Personalsachbearbeiter</strong> (m/w/d) Vollzeit/Teilzeit
13051705,https://www.stepstone.de/jobs--Personalsachbearbeiter-gn-Abteilung-Personalservice-Muenster-UKM-Universitaetsklinikum-Muenster--13051705-inline.html?rltr=31_6_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (gn*) Abteilung Personalservice,UKM Universitätsklinikum Münster,2025-09-24,Münster,,0,[],[],[],[],[],[],[],[],['Ofice Work'],Kaufmännische Ausbildung sowie idealerweise eine Zusatzqualifikation „Lohn- und Gehaltsbuchhaltung“ oder „<strong>Personalfachkaufmann</strong> (gn*) “
13052057,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-Salzhausen-Johanniter-Unfall-Hilfe-e-V--13052057-inline.html?rltr=32_7_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (m/w/d),Johanniter-Unfall-Hilfe e.V.,2025-09-24,Salzhausen,,0,[],[],[],[],[],[],[],[],['Ofice Work'],"erfolgreich abgeschlossene kaufmännische Ausbildung, idealerweise Weiterbildung zum <strong>Personalfachkaufmann</strong> (m/w/d)"
13052091,https://www.stepstone.de/jobs--Personalsachbearbeiter-m-w-d-Baden-Baden-Sparkasse-Baden-Baden-Gaggenau--13052091-inline.html?rltr=33_8_25_seorl_m_0_0_0_0_0_0,Personalsachbearbeiter (m/w/d),Sparkasse Baden-Baden Gaggenau,2025-09-24,Baden-Baden,,2,[],[],[],[],[],[],[],[],['Home Work'],Wir suchen zum nächstmöglichen Termin einen <strong>Personalsachbearbeiter</strong> (m/w/d) <strong>Personal Mitarbeitervorteile</strong>
